,inventory_id,film_id,title,length,category,special_features,rating,customer_id,customer_name,email,active,rental_id,rental_date,rental_weekday,rental_duration,rental_rate,amount
1911,1825,396,HANGING DEEP,62,Drama,"Trailers,Commentaries,Deleted Scenes",G,116,VICTORIA GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,1913,2005-June-17th,Friday,5,4.99,4.99
1912,3406,747,ROXANNE REBEL,171,Games,"Deleted Scenes,Behind the Scenes",R,450,JAY ROBB,JAY.ROBB@sakilacustomer.org,1,1914,2005-June-17th,Friday,5,0.99,2.99
1913,2620,574,MIDNIGHT WESTWARD,86,Action,"Trailers,Deleted Scenes",G,393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,1,1915,2005-June-17th,Friday,3,0.99,1.99
1914,4428,968,WEREWOLF LOLA,79,Action,"Trailers,Behind the Scenes",G,429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,1,1916,2005-June-17th,Friday,6,4.99,7.99
1915,2667,586,MOCKINGBIRD HOLLYWOOD,60,Action,Behind the Scenes,PG,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,1,1917,2005-June-17th,Friday,4,0.99,3.99
1916,3749,820,SONS INTERVIEW,184,Animation,"Commentaries,Behind the Scenes",NC-17,310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,1,1918,2005-June-17th,Friday,3,2.99,3.99
1917,3855,844,STEERS ARMAGEDDON,140,Sports,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",PG,197,SUE PETERS,SUE.PETERS@sakilacustomer.org,1,1919,2005-June-17th,Friday,6,4.99,4.99
1918,2199,476,JASON TRAP,130,Family,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,75,TAMMY SANDERS,TAMMY.SANDERS@sakilacustomer.org,1,1920,2005-June-17th,Friday,5,2.99,4.99
1919,4369,953,WAIT CIDER,112,Animation,Trailers,PG-13,417,TRAVIS ESTEP,TRAVIS.ESTEP@sakilacustomer.org,1,1921,2005-June-17th,Friday,3,0.99,3.99
1920,2484,545,MADNESS ATTACKS,178,Foreign,Trailers,PG-13,343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,1,1922,2005-June-17th,Friday,4,0.99,0.99
1921,691,151,CINCINATTI WHISPERER,143,Sci-Fi,Deleted Scenes,NC-17,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,1,1923,2005-June-17th,Friday,5,4.99,6.99
1922,2577,564,MASSAGE IMAGE,161,Animation,"Commentaries,Behind the Scenes",PG,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,1,1924,2005-June-17th,Friday,4,2.99,2.99
1923,3995,870,SWARM GOLD,123,Horror,"Trailers,Commentaries",PG-13,510,BEN EASTER,BEN.EASTER@sakilacustomer.org,0,1925,2005-June-17th,Friday,4,0.99,0.99
1924,3509,768,SCARFACE BANG,102,Children,"Commentaries,Deleted Scenes",PG-13,462,WARREN SHERROD,WARREN.SHERROD@sakilacustomer.org,1,1926,2005-June-17th,Friday,3,4.99,9.99
1925,3304,727,RESURRECTION SILVERADO,117,Family,"Trailers,Deleted Scenes",PG,188,MELANIE ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,1927,2005-June-17th,Friday,6,0.99,0.99
1926,3454,757,SAGEBRUSH CLUELESS,106,Documentary,Trailers,G,353,JONATHAN SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,1,1928,2005-June-17th,Friday,4,2.99,7.99
1927,573,124,CASPER DRAGONFLY,163,Children,Trailers,PG-13,327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,1,1929,2005-June-17th,Friday,3,4.99,6.99
1928,79,16,ALLEY EVOLUTION,180,Foreign,"Trailers,Commentaries",NC-17,112,ROSA REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,1930,2005-June-17th,Friday,6,2.99,2.99
1929,1411,309,FEUD FROGMEN,98,Family,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",R,391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,1931,2005-June-17th,Friday,6,0.99,0.99
1930,3185,698,PRINCESS GIANT,71,Documentary,"Trailers,Deleted Scenes",NC-17,120,SYLVIA ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,1932,2005-June-17th,Friday,3,2.99,2.99
1931,980,218,DECEIVER BETRAYED,122,Drama,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",NC-17,13,KAREN JACKSON,KAREN.JACKSON@sakilacustomer.org,1,1933,2005-June-17th,Friday,7,0.99,2.99
1932,4000,871,SWEDEN SHINING,176,Comedy,"Deleted Scenes,Behind the Scenes",PG,16,SANDRA MARTIN,SANDRA.MARTIN@sakilacustomer.org,0,1934,2005-June-17th,Friday,6,4.99,6.99
1933,1962,428,HOMICIDE PEACH,141,Family,Commentaries,PG-13,295,DAISY BATES,DAISY.BATES@sakilacustomer.org,1,1935,2005-June-17th,Friday,6,2.99,2.99
1934,3037,666,PAYCHECK WAIT,145,Drama,"Commentaries,Deleted Scenes",PG-13,213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,1936,2005-June-17th,Friday,4,4.99,4.99
1935,1266,281,ENCINO ELF,143,Games,"Trailers,Behind the Scenes",G,385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,1,1937,2005-June-17th,Friday,6,0.99,0.99
1936,570,123,CASABLANCA SUPER,85,Travel,"Trailers,Deleted Scenes,Behind the Scenes",G,454,ALEX GRESHAM,ALEX.GRESHAM@sakilacustomer.org,1,1938,2005-June-17th,Friday,6,4.99,4.99
1937,605,131,CENTER DINOSAUR,152,Classics,Deleted Scenes,PG,11,LISA ANDERSON,LISA.ANDERSON@sakilacustomer.org,1,1939,2005-June-17th,Friday,5,4.99,7.99
1938,105,21,AMERICAN CIRCUS,129,Action,"Commentaries,Behind the Scenes",R,451,JIM REA,JIM.REA@sakilacustomer.org,1,1940,2005-June-17th,Friday,3,4.99,6.99
1939,1063,236,DIVINE RESURRECTION,100,Games,"Trailers,Commentaries",R,519,RON DELUCA,RON.DELUCA@sakilacustomer.org,1,1941,2005-June-17th,Friday,4,2.99,2.99
1940,261,58,BEACH HEARTBREAKERS,122,Documentary,"Deleted Scenes,Behind the Scenes",G,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,1,1942,2005-June-17th,Friday,6,2.99,4.99
1941,4327,942,VIETNAM SMOOCHY,174,Drama,"Deleted Scenes,Behind the Scenes",PG-13,144,CLARA SHAW,CLARA.SHAW@sakilacustomer.org,1,1943,2005-June-17th,Friday,7,0.99,0.99
1942,318,71,BILKO ANONYMOUS,100,Family,"Commentaries,Deleted Scenes,Behind the Scenes",PG-13,16,SANDRA MARTIN,SANDRA.MARTIN@sakilacustomer.org,0,1944,2005-June-17th,Friday,3,4.99,7.99
1943,3366,738,ROCKETEER MOTHER,178,Foreign,"Deleted Scenes,Behind the Scenes",PG-13,207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,1945,2005-June-17th,Friday,3,0.99,3.99
1944,2335,507,LADYBUGS ARMAGEDDON,113,Games,Deleted Scenes,NC-17,389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,1,1946,2005-June-17th,Friday,4,0.99,4.99
1945,3344,735,ROBBERS JOON,102,Children,Commentaries,PG-13,479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,1,1947,2005-June-17th,Friday,7,2.99,3.99
1946,46,10,ALADDIN CALENDAR,63,Sports,"Trailers,Deleted Scenes",NC-17,89,JULIA FLORES,JULIA.FLORES@sakilacustomer.org,1,1948,2005-June-17th,Friday,6,4.99,4.99
1947,1478,323,FLIGHT LIES,179,Sports,Trailers,R,208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,1,1949,2005-June-17th,Friday,7,4.99,5.99
1948,723,158,CLONES PINOCCHIO,124,Music,Behind the Scenes,R,594,EDUARDO HIATT,EDUARDO.HIATT@sakilacustomer.org,1,1950,2005-June-17th,Friday,6,2.99,2.99
1949,955,213,DATE SPEED,104,Family,Commentaries,R,123,SHANNON FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,1951,2005-June-17th,Friday,4,0.99,0.99
1950,1823,396,HANGING DEEP,62,Drama,"Trailers,Commentaries,Deleted Scenes",G,338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,1,1952,2005-June-17th,Friday,5,4.99,4.99
1951,3549,776,SECRET GROUNDHOG,90,Documentary,"Commentaries,Deleted Scenes",PG,405,LEONARD SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,1,1953,2005-June-17th,Friday,6,4.99,5.99
1952,3203,704,PURE RUNNER,121,Comedy,"Trailers,Deleted Scenes",NC-17,533,JESSIE MILAM,JESSIE.MILAM@sakilacustomer.org,1,1954,2005-June-17th,Friday,3,2.99,2.99
1953,811,176,CONGENIALITY QUEST,87,Sports,"Commentaries,Behind the Scenes",PG-13,311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,1,1955,2005-June-17th,Friday,6,0.99,0.99
1954,1403,307,FELLOWSHIP AUTUMN,77,Travel,"Deleted Scenes,Behind the Scenes",NC-17,492,LESTER KRAUS,LESTER.KRAUS@sakilacustomer.org,1,1956,2005-June-17th,Friday,6,4.99,4.99
1955,2496,548,MAGNIFICENT CHITTY,53,Classics,"Commentaries,Deleted Scenes",R,68,NICOLE PETERSON,NICOLE.PETERSON@sakilacustomer.org,1,1957,2005-June-17th,Friday,3,2.99,8.99
1956,1843,402,HARPER DYING,52,Animation,Trailers,G,581,VIRGIL WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,1,1958,2005-June-17th,Friday,3,0.99,3.99
1957,1464,320,FLAMINGOS CONNECTICUT,80,New,Trailers,PG-13,554,DWAYNE OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1,1959,2005-June-17th,Friday,4,4.99,4.99
1958,2202,476,JASON TRAP,130,Family,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,27,SHIRLEY ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,1,1960,2005-June-17th,Friday,5,2.99,3.99
1959,2851,625,NONE SPIKING,83,Sci-Fi,"Trailers,Commentaries",NC-17,384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,1,1961,2005-June-17th,Friday,3,0.99,0.99
1960,4386,958,WARDROBE PHANTOM,178,Drama,"Trailers,Commentaries",G,536,FERNANDO CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,1,1962,2005-June-17th,Friday,6,2.99,2.99
1961,1943,423,HOLLYWOOD ANONYMOUS,69,Children,"Trailers,Behind the Scenes",PG,154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,1,1963,2005-June-17th,Friday,7,0.99,0.99
1962,3390,744,ROOTS REMEMBER,89,Classics,"Commentaries,Deleted Scenes,Behind the Scenes",PG-13,53,HEATHER MORRIS,HEATHER.MORRIS@sakilacustomer.org,1,1964,2005-June-17th,Friday,4,0.99,0.99
1963,480,105,BULL SHAWSHANK,125,Action,Deleted Scenes,NC-17,256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,1965,2005-June-17th,Friday,6,0.99,0.99
1964,2085,452,ILLUSION AMELIE,122,Foreign,"Commentaries,Behind the Scenes",R,6,JENNIFER DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,1966,2005-June-17th,Friday,4,0.99,0.99
1965,3225,708,QUILLS BULL,112,Documentary,"Trailers,Behind the Scenes",R,558,JIMMIE EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,0,1967,2005-June-17th,Friday,4,4.99,4.99
1966,1139,252,DREAM PICKUP,135,Action,"Trailers,Commentaries,Behind the Scenes",PG,246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,1,1968,2005-June-17th,Friday,6,2.99,2.99
1967,4450,972,WHISPERER GIANT,59,Sci-Fi,"Trailers,Deleted Scenes",PG-13,337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,1,1969,2005-June-17th,Friday,4,4.99,4.99
1968,1358,300,FALCON VOLUME,102,Animation,"Commentaries,Behind the Scenes",PG-13,303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,1,1970,2005-June-17th,Friday,5,4.99,4.99
1969,2870,629,NOTORIOUS REUNION,128,Documentary,"Trailers,Commentaries,Deleted Scenes",NC-17,357,KEITH RICO,KEITH.RICO@sakilacustomer.org,1,1971,2005-June-17th,Friday,7,0.99,1.99
1970,2758,605,MULHOLLAND BEAST,157,Foreign,"Trailers,Deleted Scenes,Behind the Scenes",PG,526,KARL SEAL,KARL.SEAL@sakilacustomer.org,1,1972,2005-June-17th,Friday,7,2.99,2.99
1971,3669,803,SLACKER LIAISONS,179,Drama,"Trailers,Commentaries,Behind the Scenes",R,256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,1973,2005-June-17th,Friday,7,4.99,4.99
1972,1979,432,HOPE TOOTSIE,139,Classics,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,1,1974,2005-June-17th,Friday,4,2.99,2.99
1973,2520,554,MALKOVICH PET,159,Classics,Behind the Scenes,G,468,TIM CARY,TIM.CARY@sakilacustomer.org,1,1975,2005-June-17th,Friday,6,2.99,2.99
1974,3631,792,SHREK LICENSE,154,Foreign,Commentaries,PG-13,184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,1976,2005-June-17th,Friday,7,2.99,2.99
1975,2468,540,LUCKY FLYING,97,Music,"Trailers,Commentaries,Behind the Scenes",PG-13,459,TOMMY COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,1,1977,2005-June-17th,Friday,7,2.99,2.99
1976,1590,349,GANGS PRIDE,185,Animation,Behind the Scenes,PG-13,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,1,1978,2005-June-17th,Friday,4,2.99,2.99
1977,3470,760,SAMURAI LION,110,New,Commentaries,G,45,JANET PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,1979,2005-June-17th,Friday,5,2.99,2.99
1978,2985,654,PANKY SUBMARINE,93,Games,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",G,328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,1,1980,2005-June-17th,Friday,4,4.99,6.99
1979,3186,698,PRINCESS GIANT,71,Documentary,"Trailers,Deleted Scenes",NC-17,526,KARL SEAL,KARL.SEAL@sakilacustomer.org,1,1981,2005-June-17th,Friday,3,2.99,2.99
1980,1091,243,DOORS PRESIDENT,49,Animation,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",NC-17,566,CASEY MENA,CASEY.MENA@sakilacustomer.org,1,1982,2005-June-17th,Friday,3,4.99,4.99
1981,1955,426,HOME PITY,185,Music,"Trailers,Commentaries,Behind the Scenes",R,365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,1,1983,2005-June-17th,Friday,7,4.99,4.99
1982,3417,748,RUGRATS SHAKESPEARE,109,Action,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",PG-13,380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1,1984,2005-June-17th,Friday,4,0.99,2.99
1983,87,18,ALTER VICTORY,57,Animation,"Trailers,Behind the Scenes",PG-13,411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,1,1985,2005-June-17th,Friday,6,0.99,0.99
1984,2894,636,OLEANDER CLUE,161,Music,"Commentaries,Deleted Scenes",PG,541,DARREN WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1,1986,2005-June-17th,Friday,5,0.99,2.99
1985,110,22,AMISTAD MIDSUMMER,85,New,"Commentaries,Behind the Scenes",G,479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,1,1987,2005-June-17th,Friday,6,2.99,2.99
1986,3054,670,PELICAN COMFORTS,48,Documentary,"Commentaries,Deleted Scenes",PG,261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,1,1988,2005-June-17th,Friday,4,4.99,8.99
1987,634,138,CHARIOTS CONSPIRACY,71,Sci-Fi,"Deleted Scenes,Behind the Scenes",R,35,VIRGINIA GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,1989,2005-June-17th,Friday,5,2.99,2.99
1988,1471,322,FLATLINERS KILLER,100,Sports,"Trailers,Commentaries,Deleted Scenes",G,571,JOHNNIE CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1,1990,2005-June-17th,Friday,5,2.99,4.99
1989,3963,864,SUNDANCE INVASION,92,Children,"Commentaries,Behind the Scenes",NC-17,105,DAWN SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,1991,2005-June-17th,Friday,5,0.99,3.99
1990,636,138,CHARIOTS CONSPIRACY,71,Sci-Fi,"Deleted Scenes,Behind the Scenes",R,233,LILLIE KIM,LILLIE.KIM@sakilacustomer.org,1,1992,2005-June-17th,Friday,5,2.99,2.99
1991,168,37,ARIZONA BANG,121,Classics,"Trailers,Deleted Scenes",PG,234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,1993,2005-June-17th,Friday,3,2.99,5.99
1992,2203,476,JASON TRAP,130,Family,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1,1994,2005-June-17th,Friday,5,2.99,5.99
1993,1866,407,HAWK CHILL,47,Documentary,Behind the Scenes,PG-13,10,DOROTHY TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,1,1995,2005-June-17th,Friday,5,0.99,4.99
1994,3074,676,PHILADELPHIA WIFE,137,Sports,"Trailers,Commentaries,Deleted Scenes",PG-13,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,1,1996,2005-June-17th,Friday,7,4.99,6.99
1995,846,185,COWBOY DOOM,146,Foreign,"Commentaries,Deleted Scenes,Behind the Scenes",PG,411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,1,1997,2005-June-17th,Friday,3,2.99,2.99
1996,4365,951,VOYAGE LEGALLY,78,Classics,"Commentaries,Behind the Scenes",PG-13,562,WALLACE SLONE,WALLACE.SLONE@sakilacustomer.org,1,1998,2005-June-17th,Friday,6,0.99,3.99
1997,3704,810,SLUMS DUCK,147,Family,"Commentaries,Deleted Scenes,Behind the Scenes",PG,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,1,1999,2005-June-17th,Friday,5,0.99,1.99
1998,323,72,BILL OTHERS,93,Documentary,"Trailers,Commentaries",PG,163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,1,2000,2005-June-17th,Friday,6,2.99,2.99
1999,2069,449,IDENTITY LOVER,119,Sci-Fi,Deleted Scenes,PG-13,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,2001,2005-June-17th,Friday,4,2.99,2.99
2000,2406,525,LOATHING LEGALLY,140,Classics,Deleted Scenes,R,514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,1,2002,2005-June-17th,Friday,4,0.99,3.99
2001,1581,347,GAMES BOWFINGER,119,Travel,Behind the Scenes,PG-13,515,ANDRE RAPP,ANDRE.RAPP@sakilacustomer.org,1,2003,2005-June-17th,Friday,7,4.99,4.99
2002,1342,295,EXPENDABLE STALLION,97,Documentary,"Trailers,Behind the Scenes",PG,171,DOLORES WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,2004,2005-June-17th,Friday,3,0.99,4.99
2003,4177,908,TRAP GUYS,110,Foreign,"Commentaries,Behind the Scenes",G,234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,2005,2005-June-17th,Friday,3,4.99,4.99
2004,992,220,DEER VIRGINIAN,106,Music,Deleted Scenes,NC-17,215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,1,2006,2005-June-17th,Friday,7,2.99,2.99
2005,1123,249,DRACULA CRYSTAL,176,Classics,Commentaries,G,572,SIDNEY BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,2007,2005-June-17th,Friday,7,0.99,0.99
2006,2081,451,IGBY MAKER,160,Travel,"Trailers,Behind the Scenes",NC-17,570,IVAN CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,2008,2005-June-17th,Friday,7,4.99,5.99
2007,1902,414,HELLFIGHTERS SIERRA,75,Foreign,"Deleted Scenes,Behind the Scenes",PG,119,SHERRY MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,1,2009,2005-June-17th,Friday,3,2.99,2.99
2008,2845,624,NIGHTMARE CHILL,149,Games,"Trailers,Deleted Scenes,Behind the Scenes",PG,329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,2010,2005-June-17th,Friday,3,4.99,5.99
2009,734,160,CLUB GRAFFITI,65,Animation,"Trailers,Deleted Scenes",PG-13,350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,1,2011,2005-June-17th,Friday,4,0.99,3.99
2010,3588,785,SHAWSHANK BUBBLE,80,Travel,"Commentaries,Deleted Scenes",PG,84,SARA PERRY,SARA.PERRY@sakilacustomer.org,1,2012,2005-June-17th,Friday,6,4.99,5.99
2011,3256,716,REAP UNFAITHFUL,136,Horror,"Trailers,Commentaries",PG-13,165,LORRAINE STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,2013,2005-June-17th,Friday,6,2.99,3.99
2012,2969,650,PACIFIC AMISTAD,144,Documentary,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",G,337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,1,2014,2005-June-17th,Friday,3,0.99,5.99
2013,3776,827,SPICE SORORITY,141,Drama,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",NC-17,484,ROBERTO VU,ROBERTO.VU@sakilacustomer.org,1,2015,2005-June-17th,Friday,5,4.99,4.99
2014,4265,928,UPTOWN YOUNG,84,Children,Commentaries,PG,282,JENNY CASTRO,JENNY.CASTRO@sakilacustomer.org,1,2016,2005-June-17th,Friday,5,2.99,2.99
2015,1434,314,FIGHT JAWBREAKER,91,Animation,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",R,516,ELMER NOE,ELMER.NOE@sakilacustomer.org,1,2017,2005-June-17th,Friday,3,0.99,0.99
2016,1278,283,ENDING CROWDS,85,New,"Commentaries,Behind the Scenes",NC-17,380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1,2018,2005-June-17th,Friday,6,0.99,3.99
2017,2314,502,KNOCK WARLOCK,71,Comedy,Trailers,PG-13,528,CLAUDE HERZOG,CLAUDE.HERZOG@sakilacustomer.org,1,2019,2005-June-17th,Friday,4,2.99,4.99
2018,1914,416,HIGHBALL POTTER,110,Foreign,Deleted Scenes,R,384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,1,2020,2005-June-17th,Friday,6,0.99,0.99
2019,2852,625,NONE SPIKING,83,Sci-Fi,"Trailers,Commentaries",NC-17,319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,1,2021,2005-June-17th,Friday,3,0.99,3.99
2020,3053,670,PELICAN COMFORTS,48,Documentary,"Commentaries,Deleted Scenes",PG,547,KURT EMMONS,KURT.EMMONS@sakilacustomer.org,1,2022,2005-June-17th,Friday,4,4.99,8.99
2021,787,172,CONEHEADS SMOOCHY,112,Drama,"Deleted Scenes,Behind the Scenes",NC-17,169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,2023,2005-June-17th,Friday,7,4.99,4.99
2022,2566,562,MASKED BUBBLE,151,Music,"Commentaries,Behind the Scenes",PG-13,329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,2024,2005-June-17th,Friday,6,0.99,0.99
2023,1203,267,EAGLES PANKY,140,New,"Trailers,Commentaries,Behind the Scenes",NC-17,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,1,2025,2005-June-17th,Friday,4,4.99,4.99
2024,3681,805,SLEEPLESS MONSOON,64,Animation,"Trailers,Deleted Scenes,Behind the Scenes",G,491,RICK MATTOX,RICK.MATTOX@sakilacustomer.org,1,2026,2005-June-17th,Friday,5,4.99,4.99
2025,4309,938,VELVET TERMINATOR,173,Comedy,Behind the Scenes,R,265,JENNIE TERRY,JENNIE.TERRY@sakilacustomer.org,1,2027,2005-June-17th,Friday,3,4.99,7.99
2026,4451,973,WIFE TURN,183,Documentary,"Deleted Scenes,Behind the Scenes",NC-17,155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,2028,2005-June-17th,Friday,3,4.99,7.99
2027,914,203,DAISY MENAGERIE,84,Sci-Fi,"Trailers,Commentaries,Behind the Scenes",G,512,CECIL VINES,CECIL.VINES@sakilacustomer.org,1,2029,2005-June-17th,Friday,5,4.99,4.99
2028,4024,877,TAXI KICK,64,Music,"Commentaries,Deleted Scenes",PG-13,457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,1,2030,2005-June-17th,Friday,4,0.99,0.99
2029,4275,930,VACATION BOONDOCK,145,Sci-Fi,Commentaries,R,570,IVAN CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,2031,2005-June-17th,Friday,4,2.99,6.99
2030,425,93,BRANNIGAN SUNRISE,121,New,Trailers,PG,316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,1,2032,2005-June-17th,Friday,4,4.99,4.99
2031,58,11,ALAMO VIDEOTAPE,126,Foreign,"Commentaries,Behind the Scenes",G,90,RUBY WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,1,2033,2005-June-17th,Friday,6,0.99,0.99
2032,1512,330,FORRESTER COMANCHEROS,112,Animation,"Trailers,Behind the Scenes",NC-17,587,SERGIO STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,1,2034,2005-June-17th,Friday,7,4.99,4.99
2033,4371,953,WAIT CIDER,112,Animation,Trailers,PG-13,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,1,2035,2005-June-17th,Friday,3,0.99,6.99
2034,100,20,AMELIE HELLFIGHTERS,79,Music,"Commentaries,Deleted Scenes,Behind the Scenes",R,486,GLEN TALBERT,GLEN.TALBERT@sakilacustomer.org,1,2036,2005-June-17th,Friday,4,4.99,4.99
2035,2582,566,MAUDE MOD,72,Foreign,"Trailers,Behind the Scenes",R,308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,1,2037,2005-June-17th,Friday,6,0.99,0.99
2036,4231,920,UNBREAKABLE KARATE,62,New,"Deleted Scenes,Behind the Scenes",G,138,HAZEL WARREN,HAZEL.WARREN@sakilacustomer.org,1,2038,2005-June-17th,Friday,3,0.99,0.99
2037,1514,331,FORWARD TEMPLE,90,Games,"Trailers,Commentaries,Behind the Scenes",NC-17,304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,1,2039,2005-June-17th,Friday,6,2.99,3.99
2038,227,51,BALLOON HOMEWARD,75,Music,Deleted Scenes,NC-17,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,2040,2005-June-17th,Friday,5,2.99,2.99
2039,782,170,COMMAND DARLING,120,Foreign,Behind the Scenes,PG-13,348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,1,2041,2005-June-17th,Friday,5,4.99,8.99
2040,3102,681,PIRATES ROXANNE,100,Sports,"Commentaries,Deleted Scenes",PG,84,SARA PERRY,SARA.PERRY@sakilacustomer.org,1,2042,2005-June-17th,Friday,4,0.99,0.99
